Each row in this file corresponds to the 120 rock images in alphanumeric order (i.e., the first row corresponds to I_Andesite_1, the final row corresponds to S_Shale_4). The first 8 columns correspond to the rocks' values along the 8 MDS dimensions (lightness, grain size, roughness, shininess, organization, chromaticity, shape, and hue). The last 5 columns correspond to the rocks' averaged ratings on the supplemental dimensions (porphyritic texture, pegmatitic texture, conchoidal fractures, holes, and layers). The supplemental dimensions have been rescaled to the range (-5, 5). 

0.75	0.44	-1.67	-2.17	-0.89	-0.19	0.52	-2.11	0.85	-2.02	-2.25	-3	-4.5
-2.94	-0.03	1.38	-0.87	0.24	0.8	1.24	0.57	-1.5	-2.17	-2.7	-4	-5
-2.08	0.42	0.59	-0.69	0.34	-0.52	2.74	1.7	0.65	-1.91	-2.4	-4.5	-5
-2.19	-0.64	-1.14	-1.21	0.71	1.95	-1.01	-0.22	-2.65	-2.65	-1.55	-5	-2.5
-2.7	0.69	1.08	-1.22	-0.56	0.18	-0.76	1.16	-0.1	-1.8	-2.75	-4.5	-5
-1.91	-0.66	0.41	2.49	-0.73	-1.64	-1.44	0.5	-2.9	-1.65	0.85	-5	-1.5
-2.39	-0.86	1.36	1.99	0.28	-1.4	0.15	-1.2	-2.55	-1.61	-0.55	-3.5	-3.5
-1.83	-1.17	-0.31	2.24	-0.35	-1.7	0.87	-1.06	-2.65	-1.91	-0.4	-5	-3
-1.38	-1.63	1.12	2.59	-1.8	-1.65	-0.68	-0.29	-2.75	-1.24	0.8	-4.5	-2.5
0.87	0.62	0.51	-0.87	1.91	1.82	-0.3	2.45	-1.45	-1.2	-2.7	-5	-4
0.78	1.88	-0.55	-0.74	2.63	0.47	2.21	0.48	-1.35	-0.43	-3.15	-5	-4
-0.61	0.99	-0.97	-0.38	2.03	2.63	-1.91	1	-2.35	-1.94	-2.6	-4.5	3
-1.91	0.74	0.12	-0.65	2.01	1.79	0.94	1.14	-1.35	-1.39	-2.7	-4.5	-5
-2.23	0	-1.34	0.04	2.32	-0.47	-0.13	1.24	-1.9	-1.76	-1.5	-5	-3.5
-0.55	-1.07	0.05	-1.31	-0.32	-1.87	-0.45	-3	-2.25	-3.28	-1.4	-5	-2
-0.51	-1.59	-0.04	-1.98	0.14	-2.17	-1.69	-1.66	-2.7	-3.28	-2.85	-5	-3
-2.48	1.16	-0.19	-0.33	1.23	-1.55	0.63	-1.68	-1.3	-2.02	-1.55	-5	-4.5
3.25	-0.68	-1.76	0.24	0.73	-2.07	0.5	1.19	-2.15	-1.57	-2.1	-5	-4.5
2.84	-0.97	-0.47	-0.37	-0.08	-2.46	0.81	-0.3	-2.8	-2.65	-2.7	-5	-4.5
2.54	0.08	-0.86	0.62	0.49	-1.08	3.2	1.81	-1.6	-0.02	-2.35	-5	-3
1.79	-0.33	-0.87	-1.81	0.5	-2.12	-0.51	0.95	-1.8	-2.02	-1.65	-5	-4.5
-0.16	2.53	-1.64	-0.12	1.23	-1.04	-1.43	-0.91	1.95	0.57	-2.85	-4	-3.5
0.98	2.65	-0.86	-0.38	2.28	1.24	-0.11	1.08	-0.8	-0.65	-2.45	-5	-4.5
0.91	1.32	0.12	0.16	2.43	-1.37	-2.16	-1.03	-1.2	-1.2	-1.4	-5	-4
-0.29	0.68	-0.57	0.78	1.48	-2.28	-2.3	1.62	-0.8	-0.94	-1.2	-5	-3.5
0.91	-0.29	0.07	0.02	2.87	-0.82	-2.01	-0.8	-2.6	-2.5	-1.85	-4.5	1
-1.26	-1.42	0.39	0.13	-0.37	-0.36	-3.68	-0.03	-2.65	-2.09	-0.85	-5	3.5
-1.59	-0.91	-0.92	0.35	1.53	-2.35	0.35	-0.69	-2.7	-2.54	-2.1	-5	-0.5
0.8	0.63	-0.45	-1.42	2.04	-2.47	-1.29	0.59	-1.65	-2.39	-2.6	-4.5	3.5
1.63	0.88	-0.09	-1.83	2.01	1.33	1.12	-1.13	0.3	-2.94	-2.4	-4.5	-5
1.51	0.25	-2.94	0.4	0.59	0.12	2.43	-1.19	-1.05	-3.06	-0.5	-4.5	-4
1.17	0.94	-0.64	-0.7	2.2	-0.47	2.63	-1.37	0.25	-2.09	-2.8	-5	-4.5
-0.45	2.65	-1	-1.16	1.02	1.47	0.03	-1.73	-0.15	-2.65	-2.8	-5	-5
-1.82	0.28	1.35	-0.8	0.43	1.95	-1.16	0.49	-1.25	-1.76	-2.35	-4	-1.5
-0.89	-0.46	0.92	1.43	0.76	-2.26	-1.93	-1.98	-2.75	-1.87	-1.7	-5	-2
-0.37	0.36	2.02	-0.89	1.49	1.56	-1.51	0.95	-1.7	-1.98	-1.95	-5	1
-1.88	0.67	1.11	2.53	1.86	0.34	-0.42	-0.02	-1.75	-1.61	-1.85	-5	0
0.32	-1.64	-1.6	-1.49	0.67	-1.37	-3.15	-1.26	-2.8	-3.31	-2.1	-5	5
0.86	-2.11	-0.82	-1.01	1.27	-1.52	-1.5	-2.01	-2.85	-3.09	-1.45	-5	4
0.79	-1.97	-1.31	-1.3	0.37	-1.98	-1.32	-1.96	-2.95	-3.31	-1.8	-5	3.5
0.47	-1.77	-1.52	-1.36	-1.23	-1.85	-0.99	-2.55	-3.1	-3.31	-1.55	-5	5
-2.66	-1.04	-0.39	2.78	0.08	-0.55	0.04	-1.21	-3.25	-2.5	-2.15	-5	1
-1.78	-1.56	-1.66	1.59	-1.26	-1.32	-0.69	-1.03	-3.35	-2.35	-0.3	-4.5	0.5
-1.69	-1.77	-1.49	0.17	-0.52	-2.55	0.88	-0.16	-3.1	-2.69	-1.4	-5	-1.5
-2.24	-1.86	0.07	1.81	-1.38	-1.23	1.35	0.84	-2.75	-2.17	-0.65	-5	-4
1.11	2.07	-1.02	1.2	-1.36	1.87	0.94	-2.14	3.15	-0.02	-2.4	-4	-5
-1.78	1.2	-1.46	-0.15	-1.07	2.1	-0.52	1.25	2.45	-0.13	-2.5	-2.5	-3
-0.14	1.86	-0.3	0.08	-1.79	2.34	-1.73	0.78	3	-1.17	-2.4	-5	-5
2.31	0.61	1.52	0.64	-0.71	2.52	-2.36	0.56	-0.2	-1.94	-2.55	-5	0
1.82	-1.63	-2.05	1.99	-1.49	2.74	-0.7	-1.03	-3.15	-2.83	0.75	-5	-2
1.46	-1.27	-0.92	2.36	-0.61	2.2	-1.55	0.76	-2.8	-2.17	1.3	-5	-2.5
-0.96	0.94	-0.61	1.8	0.32	2.88	-0.35	-1.65	-2.2	-2.91	-2.25	-4.5	-1
-1.09	0.93	-1.81	2.58	-0.83	-0.33	0.03	1.8	-1	0.24	0.15	-5	-3.5
0.25	2.98	-1.82	-0.32	-1.44	-1	-0.04	-2.9	3.35	0.87	-3.1	-4.5	-5
1.16	0.51	2.1	0.9	-2.67	2.1	-0.56	-2.31	0.95	-2.65	-2.9	-3	-4.5
-0.87	2.25	-2.77	0.06	-2.75	1.58	-0.45	-0.41	3.55	-0.35	-2.85	-4	-5
1.31	0.71	3.04	0.35	-1.98	2.58	-0.87	-0.95	1.15	-1.91	-3.15	-4	-4
0.59	-0.4	-0.31	-1.76	2.44	0.57	1.01	-1.96	-2.3	-3.2	-2.1	-5	-1
-0.05	-1.77	-1.74	-2.49	0	-0.47	-1.41	1.54	-2.45	-3.24	-2.65	-5	-4
2.6	-1.29	0.08	-1.18	0.64	-0.54	-1.81	1.75	-2.85	-3.24	-1.5	-5	-3
1.35	-1.77	-1.47	-1.81	-0.21	0.36	-0.18	2.34	-2.45	-3.31	-2.85	-3	-5
1.48	-2.32	-1.99	-1.34	-0.68	1.71	0.09	1.11	-3.1	-3.39	0.6	-4.5	-2.5
-0.11	-1.39	-2.17	-1.2	1.52	2.06	-1.42	-0.25	-2.05	-3.2	-1.9	-5	2
0.3	-1.23	-1.18	-2.34	-0.04	2.37	-1.65	-0.04	-2.4	-3.24	0.05	-5	-4
-0.07	-2.02	-1.54	-0.88	1.32	1.83	0.82	-0.34	-2.7	-3.24	-0.7	-5	-2.5
2.76	-0.69	-2.05	2.18	0.99	-0.49	-0.64	-1.96	-3.3	-2.5	-2.55	-5	-1.5
2.96	-0.82	-0.89	3.22	-0.52	-1.02	0.71	-0.23	-2.75	-1.54	-2.85	-5	-2
2.88	-0.06	-0.76	2.85	1.32	0.98	0.64	-1.9	-2.95	-2.09	-2.7	-4	0
2.4	-0.98	-0.34	2.94	1.33	-1.86	0.45	-0.29	-3.2	-1.83	-2.9	-5	-4
2.77	-1.42	1.53	3.11	-0.26	-1.14	0.52	-1.18	-0.4	-1.09	-2.3	-5	-3
2.33	0.55	2.31	3.24	-0.87	-0.13	0.71	-0.54	-0.2	-1.87	-3.15	-5	-3.5
3.02	0.3	1.17	2.77	-0.42	-0.46	-1.25	-1.94	-1	-2.31	-3.25	-4.5	-4
0.76	1.38	0.61	3.55	0.71	0.12	0.27	0.37	-1.8	-0.17	-1.7	-5	-4.5
1.36	-1.28	1.69	-0.26	1.47	2.34	0.37	1.46	-2.4	-2.39	-1.15	-5	-2.5
1.1	-2.37	1.54	-1.66	-0.4	2.5	-1.37	-0.85	-2.85	-3.31	-2.25	-4.5	-4.5
1.51	-1.9	1.02	-1.49	-0.05	2.37	1.76	0.08	-1.8	-3.17	-3.2	-2.5	-5
-0.7	-0.18	1	-2.52	-0.99	2.88	-0.76	-0.88	-1.75	-3.24	-2.6	-3.5	-4
-0.07	-1.81	-0.31	-1.72	2.17	0.61	1.13	0.79	-2.65	-3.06	-2.85	-4.5	-3.5
0.65	-3.06	1.93	-1.2	1.64	-0.66	-0.88	0.49	-2.45	-3.24	-1.05	-5	-2
-0.21	-1.53	0.24	-1.27	1.64	-2.12	-0.06	-1.1	-2.9	-3.13	-1.95	-5	-2
-0.78	-2.99	-0.99	-0.92	0.1	-1.82	0.62	-0.12	-3.05	-3.02	-0.6	-5	-1.5
